;Proposições;Autor;Apresentaç
1362;PL 1111/2019;Célio Studart - PV/CE;25/02/2019
1363;PL 1492/2019;Carlos Henrique Gaguim - DEM/TO;14/03/2019
1364;PL 1041/2019;Capitão Wagner - PROS/CE;21/02/2019
1365;PL 4505/2019;Pinheirinho - PP/MG;14/08/2019
1366;PL 3187/2019;João Daniel - PT/SE;28/05/2019
1367;PL 4029/2015;Marcelo Belinati - PP/PR;15/12/2015
1368;PL 5558/2019;Lucas Gonzalez - NOVO/MG;16/10/2019
1369;PL 481/2019;Capitão Wagner - PROS/CE;05/02/2019
1370;PL 7868/2014;André de Paula - PSD/PE;06/08/2014
1371;PL 8/2019;Pastor Sargento Isidório - AVANTE/BA;04/02/2019
1372;PL 2260/2019;Eduardo Barbosa - PSDB/MG;11/04/2019
1373;PL 5678/2019;Dra. Soraya Manato - PSL/ES;24/10/2019
1374;PL 10617/2018;Padre João - PT/MG;11/07/2018
1375;PL 11040/2018;Carlos Henrique Gaguim - DEM/TO;27/11/2018
1376;PL 10757/2018;Osmar Terra - MDB/RS;16/08/2018
1377;PL 8542/2017;Cleber Verde - PRB/MA;12/09/2017
1378;PL 6409/2016;Vicentinho Júnior - PR/TO;25/10/2016
1379;PLP 464/2017;Valadares Filho - PSB/SE;20/12/2017
1380;PL 2509/2019;Natália Bonavides - PT/RN;24/04/2019
1381;PL 2022/2019;Mauro Nazif - PSB/RO;03/04/2019
1382;PL 1003/2019;José Airton Félix Cirilo - PT/CE;21/02/2019
1383;PL 3826/2019;Luiz Lima - PSL/RJ;02/07/2019
1384;PL 3486/2019;Tiririca - PL/SP;12/06/2019
1385;PL 4910/2019;Diego Garcia - PODE/PR;05/09/2019
1386;PL 4942/2019;Vavá Martins - REPUBLIC/PA;10/09/2019
1387;PL 4918/2019;Benedita da Silva - PT/RJ;10/09/2019
1388;PL 4843/2019;José Medeiros - PODE/MT;03/09/2019
1389;PL 4876/2019;Bohn Gass - PT/RS;04/09/2019
1390;PL 5041/2019;Sebastião Oliveira - PL/PE;12/09/2019
1391;PL 5262/2019;Flávio Nogueira - PDT/PI;26/09/2019
1392;PL 5118/2019;Carmen Zanotto - CIDADANIA/SC;17/09/2019
1393;PL 5306/2019;Domingos Sávio - PSDB/MG;01/10/2019
1394;PL 5089/2019;Tiririca - PL/SP;17/09/2019
1395;PL 5179/2019;Felipe Francischini - PSL/PR;20/09/2019
1396;PL 5210/2019;Damião Feliciano - PDT/PB;24/09/2019
1397;PL 5156/2019;Célio Studart - PV/CE;18/09/2019
1398;PL 5265/2019;Nivaldo Albuquerque - PTB/AL;26/09/2019
1399;PL 5397/2019;Ossesio Silva - REPUBLIC/PE;08/10/2019
1400;PL 5569/2019;Zé Neto - PT/BA;16/10/2019
1401;PL 5535/2019;Rejane Dias - PT/PI;15/10/2019
1402;PL 5580/2019;André Figueiredo - PDT/CE;21/10/2019
1403;PL 5620/2019;Luizianne Lins - PT/CE;22/10/2019
1404;PL 5443/2019;Eduardo Bismarck - PDT/CE;09/10/2019
1405;PL 5538/2019;Ruy Carneiro - PSDB/PB;16/10/2019
1406;PL 5519/2019;Geninho Zuliani - DEM/SP;15/10/2019
1407;PL 4603/2016;Kaio Maniçoba - PHS/PE;02/03/2016
1408;PL 4546/2016;Diego Andrade - PSD/MG;25/02/2016
1409;PL 6004/2013;Senado Federal - Marconi Perillo - PSDB/GO;17/07/2013
1410;PLP 437/2014;Domingos Neto - PROS/CE;03/12/2014
1411;PL 5693/2013;Erika Kokay - PT/DF;04/06/2013
1412;PL 7103/2014;Benedita da Silva - PT/RJ;11/02/2014
1413;PL 4379/2012;Paulo Tadeu - PT/DF;04/09/2012
1414;PL 7187/2014;Eurico Júnior - PV/RJ;25/02/2014
1415;PL 7270/2014;Jean Wyllys - PSOL/RJ;19/03/2014
1416;PL 5164/2013;Adrian - PMDB/RJ;18/03/2013
1417;PL 3614/2012;Padre João - PT/MG;03/04/2012
1418;PL 6869/2017;Aliel Machado - REDE/PR;09/02/2017
1419;PL 2369/2015;Domingos Neto - PROS/CE;14/07/2015
1420;PL 1474/2011;Vander Loubet - PT/MS;31/05/2011
1421;PL 10106/2018;Senado Federal - Reguffe - PDT/DF;25/04/2018
1422;PL 2370/2019;Jandira Feghali - PCdoB/RJ;16/04/2019
1423;PL 9525/2018;Cabo Sabino - PR/CE;07/02/2018
1424;PL 4176/2019;Roberto de Lucena - PODE/SP;02/08/2019
1425;PL 3516/2015;Pompeo de Mattos - PDT/RS;04/11/2015
1426;PL 3116/2019;Chiquinho Brazão - AVANTE/RJ;23/05/2019
1427;PL 3185/2019;Rejane Dias - PT/PI;28/05/2019
1428;PL 7607/2017;Senado Federal - Romário - PSB/RJ;10/05/2017
1429;PL 8977/2017;Célio Silveira - PSDB/GO;31/10/2017
1430;PL 6166/2016;Ságuas Moraes - PT/MT;19/09/2016
1431;PL 6666/2016;LEGISLAÇÃO PARTICIPATIVA;12/12/2016
1432;PL 7124/2014;Sandro Alex - PPS/PR;12/02/2014
1433;PL 1857/2015;Jefferson Campos - PSD/SP;10/06/2015
1434;PL 3772/2012;Onyx Lorenzoni - DEM/RS;25/04/2012
1435;PL 1661/2015;Iracema Portella - PP/PI;25/05/2015
1436;PL 9436/2017;RELAÇÕES EXTERIORES E DE DEFESA NACIONAL;19/12/2017
1437;PL 5876/2016;"Celso Pansera - PMDB/RJ;Bruna Furlan - PSDB/SP";02/08/2016
1438;PL 892/2015;José Guimarães - PT/CE;25/03/2015
1439;PL 2679/2019;Sanderson - PSL/RS;08/05/2019
1440;PL 1447/2019;Rose Modesto - PSDB/MS;13/03/2019
1441;PL 122/2019;Renata Abreu - PODE/SP;04/02/2019
1442;PL 10521/2018;Paulo Teixeira - PT/SP;04/07/2018
1443;PL 1079/2019;Celso Sabino - PSDB/PA;25/02/2019
1444;PL 6100/2013;Onyx Lorenzoni - DEM/RS;14/08/2013
1445;PL 1429/2019;Luciano Ducci - PSB/PR;13/03/2019
1446;PL 611/2019;Eros Biondini - PROS/MG;12/02/2019
1447;PL 5590/2013;Giovani Cherini - PDT/RS;15/05/2013
1448;PL 5059/2019;Edna Henrique - PSDB/PB;12/09/2019
1449;PL 7730/2014;Eduardo da Fonte - PP/PE;24/06/2014
1450;PL 2142/2019;Boca Aberta - PROS/PR;09/04/2019
1451;PL 1978/2015;Felipe Bornier - PSD/RJ;17/06/2015
1452;PL 4502/2019;Dr. Luiz Ovando - PSL/MS;14/08/2019
1453;PL 2914/2019;Célio Silveira - PSDB/GO;15/05/2019
1454;PL 1535/2019;Senado Federal - Leila Barros - PSB/DF;12/11/2019
1455;PL 9432/2017;RELAÇÕES EXTERIORES E DE DEFESA NACIONAL;19/12/2017
1456;PL 755/2019;Bacelar - PODE/BA;13/02/2019
1457;PL 1375/2019;Júnior Ferrari - PSD/PA;12/03/2019
1458;PL 8278/2014;Heuler Cruvinel - PSD/GO;17/12/2014
1459;PL 1109/2015;Manoel Junior - PMDB/PB;10/04/2015
1460;PL 5152/2016;Alfredo Nascimento - PR/AM;04/05/2016
1461;PL 4367/2019;Edna Henrique - PSDB/PB;08/08/2019
1462;PL 1084/2015;Roberto Alves - PRB/SP;09/04/2015
1463;PL 3099/2019;Juninho do Pneu - DEM/RJ;22/05/2019
1464;PL 2356/2019;João Daniel - PT/SE;16/04/2019
1465;PL 1148/2019;Carlos Bezerra - MDB/MT;26/02/2019
1466;PL 4858/2019;Flavio Nogueira - PDT/PI;04/09/2019
1467;PL 4839/2019;Sanderson - PSL/RS;03/09/2019
1468;PL 4712/2019;Gil Cutrim - PDT/MA;27/08/2019
1469;PL 797/2019;Marcelo Freixo - PSOL/RJ;13/02/2019
1470;PL 6478/2013;Flávia Morais - PDT/GO;02/10/2013
1471;PL 5892/2019;Edna Henrique - PSDB/PB;26/09/2019
1472;PL 2972/2019;Evandro Roman - PSD/PR;21/05/2019
1473;PL 2980/2019;Pedro Paulo - DEM/RJ;21/05/2019
1474;PL 4866/2019;Bosco Costa - PL/SE;04/09/2019
1475;PL 4623/2019;Pedro Augusto Bezerra - PTB/CE;21/08/2019
1476;PL 3741/2019;"Fernanda Melchionna - PSOL/RS; David Miranda - PSOL/RJ; Sâmia Bomfim - PSOL/SP";26/06/2019
1477;PL 1374/2019;Júnior Ferrari - PSD/PA;12/03/2019
1478;PL 782/2019;Eli Corrêa Filho - DEM/SP;13/02/2019
1479;PL 2979/2019;Nivaldo Albuquerque - PTB/AL;21/05/2019
1480;PL 8559/2017;Elizeu Dionizio - PSDB/MS;12/09/2017
1481;PL 2511/2011;Chico D'Angelo - PT/RJ;11/10/2011
1482;PL 9552/2018;Antonio Carlos Mendes Thame - PV/SP;07/02/2018
1483;PL 7954/2014;"Paulo Teixeira - PT/SP; João Dado - SD/SP; Aline Corrêa - PP/SP e outros";03/09/2014
1484;PL 5372/2019;Sergio Vidigal - PDT/ES;03/10/2019
1485;PL 762/2015;Ronaldo Carletto - PP/BA;17/03/2015
1486;PL 4145/2015;Luciano Ducci - PSB/PR;17/12/2015
1487;PL 11165/2018;Carlos Henrique Gaguim - DEM/TO;11/12/2018
1488;PL 1035/2015;Fausto Pinato - PRB/SP;07/04/2015
1489;PL 2237/2019;Ruy Carneiro - PSDB/PB;11/04/2019
1490;PL 5393/2019;Paulo Ramos - PDT/RJ;08/10/2019
1491;PL 5675/2016;Marcio Alvino - PR/SP;28/06/2016
1492;PL 6858/2013;"Erika Kokay - PT/DF;Amaro Neto - PRB/ES";02/12/2013
1493;PL 5265/2013;Erika Kokay - PT/DF;02/04/2013
1494;PL 1533/2015;Chico D'Angelo - PT/RJ;13/05/2015
1495;PL 5606/2016;Felipe Bornier - PROS/RJ;15/06/2016
1496;PL 8003/2017;Josi Nunes - PMDB/TO;04/07/2017
1497;PL 2216/2019;Magda Mofatto - PR/GO;10/04/2019
1498;PL 4127/2019;Marcelo Calero - CIDADANIA/RJ;16/07/2019
1499;PL 7987/2014;Rogério Peninha Mendonça - PMDB/SC;18/09/2014
1500;PL 9962/2018;Laudivio Carvalho - PODE/MG;05/04/2018
1501;PL 4392/2016;Alexandre Valle - PMB/RJ;16/02/2016
1502;PL 7523/2010;Manuela D'ávila - PCdoB/RS;23/06/2010
1503;PL 3001/2011;Aguinaldo Ribeiro - PP/PB;15/12/2011
1504;PL 4795/2019;Professor Israel Batista - PV/DF;03/09/2019
1505;PL 9250/2017;Eduardo Barbosa - PSDB/MG;05/12/2017
1506;PL 11277/2018;Poder Executivo;28/12/2018
1507;PL 2291/2015;Goulart - PSD/SP;08/07/2015
1508;PL 2137/2011;Wilson Filho - PMDB/PB;25/08/2011
1509;PL 7342/2017;Renzo Braz - PP/MG;06/04/2017
1510;PL 2700/2011;Sandra Rosado - PSB/RN;10/11/2011
1511;PL 2190/2019;Maria Rosas - PRB/SP;09/04/2019
1512;PL 8691/2017;Vitor Valim - PMDB/CE;26/09/2017
1513;PL 906/2019;Tiririca - PR/SP;19/02/2019
1514;PL 9273/2017;Walter Alves - PMDB/RN;06/12/2017
1515;PL 5165/2016;Paulo Azi - DEM/BA;04/05/2016
1516;PL 7358/2010;Valtenir Pereira - PSB/MT;19/05/2010
1517;PL 6930/2017;"Arnaldo Jordy - PPS/PA; Luiz Couto - PT/PB; Flávia Morais - PDT/GO e outros";15/02/2017
1518;PL 8026/2017;Luzia Ferreira - PPS/MG;05/07/2017
1519;PLP 457/2017;Hugo Leal - PSB/RJ;12/12/2017
1520;PL 4354/2019;Dra. Soraya Manato - PSL/ES;08/08/2019
1521;PL 983/2019;Policial Katia Sastre - PR/SP;20/02/2019
1522;PL 4439/2016;Átila A. Nunes - PMDB/RJ;18/02/2016
1523;PL 6014/2013;Senado Federal - Marcelo Crivella - PRB/RJ;18/07/2013
1524;PL 3288/2015;Mariana Carvalho - PSDB/RO;13/10/2015
1525;PL 2555/2019;Célio Studart - PV/CE;25/04/2019
1526;PL 3577/2019;Felipe Carreras - PSB/PE;17/06/2019
1527;PL 1800/2019;Gilberto Nascimento - PSC/SP;27/03/2019
1528;PL 3084/2019;Marcos Pereira - PRB/SP;22/05/2019
1529;PL 4247/2019;José Nelto - PODE/GO;06/08/2019
1530;PL 46/2019;Fred Costa - PATRI/MG;04/02/2019
1531;PL 432/2015;Alice Portugal - PCdoB/BA;24/02/2015
1532;PL 1014/2015;João Daniel - PT/SE;31/03/2015
1533;PL 357/2019;Leandre - PV/PR;05/02/2019
1534;PL 2525/2011;Manato - PDT/ES;18/10/2011
1535;PL 7292/2017;Luizianne Lins - PT/CE;04/04/2017
1536;PL 2910/2015;LEGISLAÇÃO PARTICIPATIVA;04/09/2015
1537;PL 2049/2015;"Marcos Abrão - PPS/GO;Rubens Bueno - PPS/PR";23/06/2015
1538;PL 8440/2017;"Hugo Leal - PSB/RJ; Jandira Feghali - PCdoB/RJ; Chico D'Angelo - PT/RJ e outros";31/08/2017
1539;PL 2100/2011;Nelson Bornier - PMDB/RJ;24/08/2011
1540;PL 2965/2015;Alan Rick - PRB/AC;10/09/2015
1541;PL 1813/2019;Rose Modesto - PSDB/MS;27/03/2019
1542;PL 9827/2018;Cabo Sabino - PR/CE;20/03/2018
1543;PL 3635/2015;Rubens Pereira Júnior - PCdoB/MA;16/11/2015
1544;PL 1174/2015;Capitão Augusto - PR/SP;16/04/2015
1545;PL 5892/2016;Delegado Waldir - PR/GO;02/08/2016
1546;PL 1547/2019;Chico D'Angelo - PDT/RJ;19/03/2019
1547;PL 4409/2019;Chico D'Angelo - PDT/RJ;13/08/2019
1548;PL 4523/2019;Coronel Chrisóstomo - PSL/RO;15/08/2019
1549;PL 2276/2015;Cabo Daciolo - S.PART./RJ;08/07/2015
1550;PL 864/2015;Marco Tebaldi - PSDB/SC;23/03/2015
1551;PL 438/2015;Felipe Bornier - PSD/RJ;25/02/2015
1552;PL 9002/2017;Senado Federal - Ricardo Ferraço - PMDB/ES;01/11/2017
1553;PL 549/2011;"Weliton Prado - PT/MG;Ricardo Izar - PP/SP";23/02/2011
1554;PL 3551/2012;Vanderlei Siraque - PT/SP;27/03/2012
1555;PL 6268/2016;Valdir Colatto - PMDB/SC;10/10/2016
1556;PL 1133/2019;Pastor Eurico - PATRI/PE;26/02/2019
1557;PL 7822/2017;Veneziano Vital do Rêgo - PMDB/PB;07/06/2017
1558;PL 7502/2014;Rubens Bueno - PPS/PR;06/05/2014
1559;PL 7680/2017;"Otavio Leite - PSDB/RJ;Eduardo Barbosa - PSDB/MG";18/05/2017
1560;PL 2767/2019;Geninho Zuliani - DEM/SP;09/05/2019
1561;PL 7466/2017;André Fufuca - PP/MA;24/04/2017
1562;PL 9528/2018;Pompeo de Mattos - PDT/RS;07/02/2018
1563;PL 2659/2015;Wadson Ribeiro - PCdoB/MG;18/08/2015
1564;PL 747/2015;Rejane Dias - PT/PI;16/03/2015
1565;PL 1356/2011;João Arruda - PMDB/PR;17/05/2011
1566;PL 3738/2015;Mara Gabrilli - PSDB/SP;24/11/2015
1567;PL 1136/2019;Mariana Carvalho - PSDB/RO;26/02/2019
1568;PL 1368/2019;Leonardo Monteiro - PT/MG;12/03/2019
1569;PL 2654/2015;Diego Garcia - PHS/PR;18/08/2015
1570;PL 1663/2019;Lincoln Portela - PR/MG;21/03/2019
1571;PL 3259/2012;Carlos Sampaio - PSDB/SP;17/02/2012
1572;PL 10781/2018;Fábio Trad - PSD/MS;04/09/2018
1573;PL 4541/2019;Alê Silva - PSL/MG;15/08/2019
1574;PL 6910/2017;Victor Mendes - PSD/MA;15/02/2017
1575;PL 9226/2017;"Jandira Feghali - PCdoB/RJ; Hugo Leal - PSB/RJ; Chico D'Angelo - PT/RJ e outros";29/11/2017
1576;PL 1333/2015;Rodrigo de Castro - PSDB/MG;29/04/2015
1577;PL 3783/2012;Paulo Magalhães - PSD/BA;26/04/2012
1578;PL 4604/2019;Luiz Lima - PSL/RJ;20/08/2019
1579;PLP 385/2014;Manoel Junior - PMDB/PB;23/04/2014
1580;PL 7731/2017;Carlos Henrique Gaguim - PODE/TO;25/05/2017
1581;PL 1889/2019;Domingos Sávio - PSDB/MG;28/03/2019
1582;PL 4228/2019;João Daniel - PT/SE;06/08/2019
1583;PL 4022/2019;Rejane Dias - PT/PI;10/07/2019
1584;PL 831/2019;José Medeiros - PODE/MT;14/02/2019
1585;PL 2775/2019;José Medeiros - PODE/MT;09/05/2019
1586;PLP 15/2019;Natália Bonavides - PT/RN;08/02/2019
1587;PL 7433/2017;Senado Federal - Cyro Miranda - PSDB/GO;18/04/2017
1588;PLP 59/2019;Angela Amin - PP/SC;13/03/2019
1589;PL 2718/2015;Subtenente Gonzaga - PDT/MG;20/08/2015
1590;PLP 18/2019;Pastor Sargento Isidório - AVANTE/BA;12/02/2019
1591;PL 4444/2019;Felipe Carreras - PSB/PE;13/08/2019
1592;PL 4490/2019;Boca Aberta - PROS/PR;14/08/2019
1593;PL 3087/2019;Felipe Carreras - PSB/PE;22/05/2019
1594;PL 4718/2016;Afonso Motta - PDT/RS;15/03/2016
1595;PL 8048/2014;"Chico Alencar - PSOL/RJ; Ivan Valente - PSOL/SP; Jean Wyllys - PSOL/RJ";29/10/2014
1596;PL 7605/2017;Eduardo da Fonte - PP/PE;10/05/2017
1597;PL 4113/2019;Nivaldo Albuquerque - PTB/AL;16/07/2019
1598;PL 3867/2019;Enéias Reis - PSL/MG;03/07/2019
1599;PL 10085/2018;Ivan Valente - PSOL/SP;19/04/2018
1600;PL 1297/2015;Veneziano Vital do Rêgo - PMDB/PB;28/04/2015
1601;PL 4255/2019;Bibo Nunes - PSL/RS;06/08/2019
1602;PL 3818/2019;Geninho Zuliani - DEM/SP;02/07/2019
1603;PL 5803/2016;Rafael Motta - PSB/RN;12/07/2016
1604;PL 3320/2015;Marcelo Aro - PHS/MG;15/10/2015
1605;PL 4090/2015;Marcelo Belinati - PP/PR;16/12/2015
1606;PL 1592/2019;Celina Leão - PP/DF;19/03/2019
1607;PL 7520/2014;Afonso Hamm - PP/RS;07/05/2014
1608;PL 1497/2019;Idilvan Alencar - PDT/CE;14/03/2019
1609;PLP 7/2019;Roberto de Lucena - PODE/SP;04/02/2019
1610;PL 13/2019;Joice Hasselmann - PSL/SP;04/02/2019
1611;PL 1599/2019;Igor Kannário - PHS/BA;19/03/2019
1612;PL 389/2019;Rafael Motta - PSB/RN;05/02/2019
1613;PL 474/2019;Rodrigo Agostinho - PSB/SP;05/02/2019
1614;PL 1532/2019;Luiz Lima - PSL/RJ;19/03/2019
1615;PL 1468/2019;Aécio Neves - PSDB/MG;13/03/2019
1616;PL 2211/2019;Magda Mofatto - PR/GO;10/04/2019
1617;PL 2163/2019;Daniel Silveira - PSL/RJ;09/04/2019
1618;PL 2210/2019;Wolney Queiroz - PDT/PE;10/04/2019
1619;PL 1807/2019;Bia Cavassa - PSDB/MS;27/03/2019
1620;PL 1979/2019;Baleia Rossi - MDB/SP;02/04/2019
1621;PL 2220/2019;Capitão Wagner - PROS/CE;10/04/2019
1622;PL 2278/2019;Boca Aberta - PROS/PR;15/04/2019
1623;PL 2571/2019;Sidney Leite - PSD/AM;25/04/2019
1624;PL 2566/2019;Jéssica Sales - MDB/AC;25/04/2019
1625;PL 2400/2019;Boca Aberta - PROS/PR;17/04/2019
1626;PL 2785/2019;"Zé Silva - SOLIDARI/MG; Padre João - PT/MG; Leonardo Monteiro - PT/MG e outros";09/05/2019
1627;PL 2788/2019;"Zé Silva - SOLIDARI/MG; Júlio Delgado - PSB/MG; Dr. Frederico - PATRI/MG e outros";09/05/2019
1628;PL 2790/2019;"Zé Silva - SOLIDARI/MG; Júlio Delgado - PSB/MG; André Janones - AVANTE/MG e outros";09/05/2019
1629;PL 2816/2019;Sanderson - PSL/RS;09/05/2019
1630;PL 2810/2019;Sanderson - PSL/RS;09/05/2019
1631;PL 2873/2019;Ruy Carneiro - PSDB/PB;14/05/2019
1632;PL 3117/2019;Vicentinho Júnior - PL/TO;23/05/2019
1633;PL 3200/2019;Dr. Luiz Antonio Teixeira Jr. - PP/RJ;29/05/2019
1634;PL 3411/2019;Daniel Silveira - PSL/RJ;10/06/2019
1635;PL 3428/2019;Gervásio Maia - PSB/PB;11/06/2019
1636;PL 3795/2019;Charles Fernandes - PSD/BA;02/07/2019
1637;PL 4141/2019;Sergio Vidigal - PDT/ES;17/07/2019
1638;PL 2820/2019;Sanderson - PSL/RS;14/05/2019
1639;PL 2819/2019;Sanderson - PSL/RS;14/05/2019
1640;PL 1173/2019;Léo Moraes - PODE/RO;27/02/2019
1641;PL 11186/2018;Felipe Carreras - PSB/PE;12/12/2018
1642;PL 8137/2017;Pastor Luciano Braga - PRB/BA;02/08/2017
1643;PL 4643/2016;Flavinho - PSB/SP;08/03/2016
1644;PL 9146/2017;Jones Martins - PMDB/RS;22/11/2017
1645;PL 9569/2018;Augusto Carvalho - SD/DF;20/02/2018
1646;PL 2873/2015;Takayama - PSC/PR;02/09/2015
1647;PL 2418/2015;Aureo - SD/RJ;16/07/2015
1648;PL 2333/2015;João Marcelo Souza - PMDB/MA;09/07/2015
1649;PL 5883/2013;Fábio Souto - DEM/BA;03/07/2013
1650;PL 6283/2013;Gonzaga Patriota - PSB/PE;05/09/2013
1651;PL 437/2015;Felipe Bornier - PSD/RJ;25/02/2015
1652;PL 7098/2010;Bruno Rodrigues - PSDB/PE;07/04/2010
1653;PL 3652/2012;Enio Bacci - PDT/RS;11/04/2012
1654;PL 3606/2015;Mário Heringer - PDT/MG;11/11/2015
1655;PL 7621/2014;Luiz Otavio - PMDB/PA;28/05/2014
1656;PL 4050/2015;Marcelo Belinati - PP/PR;15/12/2015
1657;PL 1394/2011;Eleuses Paiva - DEM/SP;18/05/2011
1658;PLP 412/2017;José Guimarães - PT/CE;23/08/2017
1659;PL 9539/2018;Nelson Marquezelli - PTB/SP;07/02/2018
1660;PL 4129/2012;"João Arruda - PMDB/PR; Afonso Hamm - PP/RS; André Figueiredo - PDT/CE e outros";27/06/2012
1661;PL 6526/2016;Helder Salomão - PT/ES;22/11/2016
1662;PL 9315/2017;Nilto Tatto - PT/SP;12/12/2017
1663;PL 2536/2019;Daniel Silveira - PSL/RJ;25/04/2019
1664;PL 9167/2017;Antonio Carlos Mendes Thame - PV/SP;27/11/2017
1665;PL 7915/2010;Cleber Verde - PRB/MA;17/11/2010
1666;PL 914/2019;Hugo Leal - PSD/RJ;19/02/2019
1667;PL 4088/2015;Marcelo Álvaro Antônio - PMB/MG;16/12/2015
1668;PL 3801/2019;Senado Federal - Armando Monteiro - PTB/PE;02/07/2019
1669;PL 5716/2013;Alessandro Molon - PT/RJ;05/06/2013
1670;PL 2047/2019;Renata Abreu - PODE/SP;03/04/2019
1671;PL 65/2019;Rodrigo Agostinho - PSB/SP;04/02/2019
1672;PL 7710/2017;Sabino Castelo Branco - PTB/AM;23/05/2017
1673;PL 8892/2017;Covatti Filho - PP/RS;19/10/2017
1674;PL 1561/2019;Edna Henrique - PSDB/PB;19/03/2019
1675;PL 8301/2017;Marco Maia - PT/RS;16/08/2017
1676;PL 6599/2013;Raul Lima - PP/RR;17/10/2013
1677;PL 8055/2017;Marcelo Álvaro Antônio - PR/MG;06/07/2017
1678;PL 5575/2016;Marcelo Álvaro Antônio - PR/MG;15/06/2016
1679;PL 7220/2017;Delegado Waldir - PR/GO;28/03/2017
1680;PL 10209/2018;Marco Antônio Cabral - PMDB/RJ;09/05/2018
1681;PL 3826/2015;Osmar Terra - PMDB/RS;02/12/2015
1682;PL 753/2015;João Daniel - PT/SE;17/03/2015
1683;PL 5586/2016;Cabo Sabino - PR/CE;15/06/2016
1684;PL 7949/2010;Francisco Rossi - PMDB/SP;24/11/2010
1685;PL 665/2015;William Woo - PV/SP;10/03/2015
1686;PL 3275/2012;Andreia Zito - PSDB/RJ;28/02/2012
1687;PL 2760/2015;Beto Rosado - PP/RN;25/08/2015
1688;PL 2751/2015;Luciano Ducci - PSB/PR;25/08/2015
1689;PL 6432/2013;Ivan Valente - PSOL/SP;25/09/2013
1690;PL 7990/2017;Geraldo Resende - PSDB/MS;04/07/2017
1691;PL 10814/2018;Mariana Carvalho - PSDB/RO;04/09/2018
1692;PL 7924/2017;João Campos - PRB/GO;22/06/2017
1693;PL 4910/2012;Antonio Brito - PTB/BA;19/12/2012
1694;PL 1812/2019;Schiavinato - PP/PR;27/03/2019
1695;PL 2709/2015;Aureo - SD/RJ;19/08/2015
1696;PL 5780/2013;Anderson Ferreira - PR/PE;18/06/2013
1697;PL 7434/2014;Heuler Cruvinel - PSD/GO;22/04/2014
1698;PL 6698/2016;Fernando Torres - PSD/BA;14/12/2016
1699;PL 7986/2014;Vitor Paulo - PRB/RJ;17/09/2014
1700;PL 1516/2015;Hiran Gonçalves - PMN/RR;13/05/2015
1701;PL 3563/2015;Elcione Barbalho - PMDB/PA;10/11/2015
1702;PL 10522/2018;Gorete Pereira - PR/CE;04/07/2018
1703;PL 7664/2017;Onyx Lorenzoni - DEM/RS;17/05/2017
1704;PL 9595/2018;Renata Abreu - PODE/SP;21/02/2018
1705;PL 9054/2017;Senado Federal - Renan Calheiros - PMDB/AL;08/11/2017
1706;PL 8662/2017;Rômulo Gouveia - PSD/PB;20/09/2017
1707;PL 6736/2010;Edmar Moreira - PR/MG;03/02/2010
1708;PL 3322/2015;Marcelo Aro - PHS/MG;15/10/2015
1709;PL 1340/2019;Aluisio Mendes - PODE/MA;12/03/2019
1710;PL 3169/2015;Mariana Carvalho - PSDB/RO;30/09/2015
1711;PL 6313/2016;Ana Perugini - PT/SP;18/10/2016
1712;PL 5306/2013;Bernardo Santana de Vasconcellos - PR/MG;03/04/2013
1713;PL 1756/2019;Felipe Carreras - PSB/PE;26/03/2019
1714;PL 1907/2015;"Lúcio Vale - PR/PA; Félix Mendonça Júnior - PDT/BA; Capitão Augusto - PR/SP e outros";12/06/2015
1715;PL 8465/2017;Eduardo Cury - PSDB/SP;04/09/2017
1716;PL 1999/2015;Uldurico Junior - PTC/BA;18/06/2015
1717;PL 10557/2018;Nilto Tatto - PT/SP;10/07/2018
1718;PL 8177/2017;Weverton Rocha - PDT/MA;08/08/2017
1719;PL 1380/2019;Júnior Bozzella - PSL/SP;12/03/2019
1720;PL 1460/2015;Flávia Morais - PDT/GO;07/05/2015
1721;PL 11158/2018;Diego Garcia - PODE/PR;11/12/2018
1722;PL 6095/2013;Valadares Filho - PSB/SE;14/08/2013
1723;PL 10959/2018;Patrus Ananias - PT/MG;07/11/2018
1724;PL 7951/2014;"Renato Simões - PT/SP; Erika Kokay - PT/DF; Fernando Ferro e outros";03/09/2014
1725;PL 1052/2015;Sóstenes Cavalcante - PSD/RJ;08/04/2015
1726;PL 7718/2010;Hugo Leal - PSC/RJ;04/08/2010
1727;PLP 341/2013;Geraldo Resende - PMDB/MS;10/10/2013
1728;PLP 309/2013;"Carlos Sampaio - PSDB/SP;Nelson Marchezan Junior - PSDB/RS";07/08/2013
1729;PLP 124/2012;Eleuses Paiva - PSD/SP;02/02/2012
1730;PL 6266/2013;Sandro Mabel - PMDB/GO;04/09/2013
1731;PL 7505/2017;Fábio Sousa - PSDB/GO;26/04/2017
1732;PL 10167/2018;CESP - INOVAÇÃO TECNOLÓGICA DA SAÚDE;04/05/2018
1733;PL 9511/2018;Moses Rodrigues - PMDB/CE;07/02/2018
1734;PL 5495/2013;Izalci - PSDB/DF;30/04/2013
1735;PL 3266/2015;Vicentinho - PT/SP;08/10/2015
1736;PL 4348/2016;Atila A. Nunes - PSL/RJ;04/02/2016
1737;PL 588/2015;Manoel Junior - PMDB/PB;05/03/2015
1738;PL 6132/2013;Enio Bacci - PDT/RS;20/08/2013
1739;PL 10626/2018;Roberto Sales - DEM/RJ;11/07/2018
1740;PL 9126/2017;Delegado Waldir - PR/GO;22/11/2017
